user_id,annual_income,monthly_income,monthly_expenses,annual_expenses,current_savings,savings_ratio,emergency_fund,emergency_fund_months,total_investments,investment_ratio,retirement_savings,total_debt,debt_ratio,emi_per_month,insurance_coverage,insurance_level,income_stability,financial_health_score,financial_risk_level,savings_quality
1726,3356973,279747,76984,923808,10335013,3.08,494261,6.4,8162450,2.43,8252054,6649560,1.98,154251,7181607,Strong,Moderate,81,Low,Excellent
1727,2222256,185188,165191,1982292,8161641,3.67,1280463,7.8,13497765,6.07,2766469,5639011,2.54,41731,20064951,Moderate,High,86,Low,Excellent
1728,3411227,284268,58452,701424,3377583,0.99,172165,2.9,1380936,0.4,142436,2517358,0.74,141654,14379504,Strong,Low,48,High,Good
1729,5685564,473797,94632,1135584,1723281,0.3,4377,0.0,7905560,1.39,2979181,548357,0.1,34991,9778534,Moderate,High,70,Moderate,Average
1730,3246834,270569,60885,730620,1356600,0.42,346494,5.7,14980036,4.61,5197034,5538859,1.71,26206,1306684,None,Low,57,Moderate,Average
1731,5403653,450304,15111,181332,6450777,1.19,1655791,109.6,2851025,0.53,6557612,8226877,1.52,28190,8970116,Moderate,High,78,Moderate,Good
1732,4663141,388595,52582,630984,9544385,2.05,290698,5.5,1089554,0.23,7756720,10169806,2.18,68152,5281267,None,Moderate,62,Moderate,Excellent
1733,5337553,444796,132331,1587972,9519292,1.78,67179,0.5,6600047,1.24,5681731,11156992,2.09,42678,23317269,Strong,Moderate,75,Moderate,Excellent
1734,3259429,271619,281797,3381564,10281036,3.15,615835,2.2,10963733,3.36,6729241,7012366,2.15,61636,26650859,Moderate,High,76,Moderate,Excellent
1735,2989800,249150,125387,1504644,8075923,2.7,967388,7.7,2495122,0.83,2604144,617362,0.21,20828,1971258,None,Low,78,Moderate,Excellent
1736,1153239,96103,250363,3004356,4231540,3.67,313161,1.3,12126063,10.51,1232154,4739148,4.11,87222,23076248,Moderate,High,71,Moderate,Excellent
1737,2257008,188084,267495,3209940,14607413,6.47,859581,3.2,2057197,0.91,9263040,9859479,4.37,79310,23793809,Basic,Moderate,64,Moderate,Excellent
1738,5754450,479537,32739,392868,12220837,2.12,328269,10.0,6556440,1.14,3212645,5789576,1.01,17316,1641220,None,Moderate,71,Moderate,Excellent
1739,3517858,293154,112812,1353744,16697253,4.75,972038,8.6,11044935,3.14,6668769,11897423,3.38,84824,15086483,Basic,Moderate,79,Moderate,Excellent
1740,3792915,316076,180039,2160468,19010892,5.01,1820608,10.1,11741622,3.1,3086368,124800,0.03,43038,8408753,Strong,Low,94,Low,Excellent
1741,4334364,361197,190403,2284836,4971685,1.15,88133,0.5,14834735,3.42,2354531,4026924,0.93,134423,20264254,Strong,Moderate,74,Moderate,Good
1742,1946641,162220,109640,1315680,14021397,7.2,80633,0.7,12932883,6.64,154772,10595448,5.44,94562,23869455,Moderate,High,63,Moderate,Excellent
1743,3379151,281595,191779,2301348,91848,0.03,219356,1.1,8100012,2.4,8406675,3384186,1.0,55328,4959541,Moderate,High,60,Moderate,Poor
1744,5775287,481273,279755,3357060,9175326,1.59,1113313,4.0,6554693,1.13,8870703,9906741,1.72,160553,20542845,Basic,Moderate,70,Moderate,Excellent
1745,580722,48393,253526,3042312,19829835,34.15,1147400,4.5,4868635,8.38,9039433,7657731,13.19,11668,9545755,Moderate,Low,73,Moderate,Excellent
1746,3666984,305582,47924,575088,15922167,4.34,1739698,36.3,14734327,4.02,7000211,7776962,2.12,159582,19189700,Basic,Moderate,75,Moderate,Excellent
1747,5206775,433897,131863,1582356,15075044,2.9,555117,4.2,5037904,0.97,649453,3849916,0.74,175225,19446931,Moderate,Moderate,66,Moderate,Excellent
1748,2476050,206337,17246,206952,17808773,7.19,480710,27.9,680217,0.27,3721202,7537163,3.04,62647,13320444,None,Moderate,64,Moderate,Excellent
1749,650671,54222,54901,658812,9181657,14.11,1122516,20.4,13663778,21.0,9169519,6991989,10.75,4284,16835997,Moderate,High,90,Low,Excellent
1750,5814282,484523,41841,502092,16664325,2.87,1216717,29.1,3580502,0.62,8960543,11094581,1.91,144797,9648816,None,Low,63,Moderate,Excellent
1751,3513390,292782,187274,2247288,5947077,1.69,1143080,6.1,11007573,3.13,3359756,238426,0.07,179590,14411644,None,Moderate,82,Low,Excellent
1752,5676112,473009,143763,1725156,16101581,2.84,43391,0.3,1668660,0.29,2178982,4331763,0.76,44308,22060601,Moderate,High,68,Moderate,Excellent
1753,2406648,200554,232881,2794572,5431169,2.26,1899924,8.2,7154633,2.97,3424117,2749908,1.14,94746,3275057,Moderate,Moderate,78,Moderate,Excellent
1754,4799306,399942,50960,611520,2557712,0.53,326251,6.4,14650220,3.05,2037439,55838,0.01,62796,2213997,Moderate,Low,75,Moderate,Average
1755,1201022,100085,251606,3019272,11325622,9.43,254676,1.0,8396377,6.99,8968963,7806392,6.5,133897,4096912,Strong,High,75,Moderate,Excellent
1756,5403675,450306,160909,1930908,2794013,0.52,747129,4.6,13237223,2.45,1544008,5926386,1.1,46241,13015115,Basic,High,62,Moderate,Average
1757,2349466,195788,24556,294672,2899914,1.23,133028,5.4,2722810,1.16,2446335,5739505,2.44,42032,17518322,Basic,Moderate,67,Moderate,Good
1758,5547995,462332,199225,2390700,999556,0.18,713410,3.6,14319458,2.58,6531004,7254494,1.31,27150,27087655,Strong,Low,62,Moderate,Poor
1759,1655284,137940,114690,1376280,16220988,9.8,1622070,14.1,9837395,5.94,1122405,3804253,2.3,172235,26198143,Strong,High,80,Low,Excellent
1760,4090750,340895,218043,2616516,10811707,2.64,1347477,6.2,6188625,1.51,3340563,704049,0.17,9536,15197118,Basic,Low,88,Low,Excellent
1761,5039385,419948,201343,2416116,574496,0.11,1393725,6.9,6250140,1.24,5682872,6971498,1.38,1949,10575356,Strong,Low,63,Moderate,Poor
1762,1374741,114561,65319,783828,19953092,14.51,1091597,16.7,9418935,6.85,1954443,9946968,7.24,35591,15885668,Strong,High,89,Low,Excellent
1763,4877194,406432,193626,2323512,4018245,0.82,1310607,6.8,13603458,2.79,544925,10705210,2.19,83117,8255651,Moderate,High,69,Moderate,Good
1764,3820532,318377,168853,2026236,1306568,0.34,1800734,10.7,1788019,0.47,921287,5036606,1.32,174279,4594255,Moderate,Moderate,45,High,Average
1765,1533765,127813,162150,1945800,11406533,7.44,1782027,11.0,6912713,4.51,1248178,8908069,5.81,95364,2520329,Strong,Moderate,78,Moderate,Excellent
1766,2765073,230422,228317,2739804,762767,0.28,54835,0.2,4784110,1.73,5498797,3100029,1.12,24399,29175742,Basic,High,61,Moderate,Poor
1767,5307545,442295,67493,809916,12164560,2.29,237762,3.5,1596473,0.3,4432537,5599985,1.06,83443,29810038,None,Low,56,Moderate,Excellent
1768,5085288,423774,126311,1515732,19536336,3.84,1678500,13.3,1322696,0.26,3884250,823404,0.16,72486,10451820,None,High,80,Low,Excellent
1769,4854813,404567,170821,2049852,18534352,3.82,1379715,8.1,4991994,1.03,1685031,6772119,1.39,10679,10465365,Strong,Low,73,Moderate,Excellent
1770,5768844,480737,189727,2276724,9027759,1.56,1554187,8.2,873312,0.15,2296660,1153392,0.2,24724,19740215,None,Low,68,Moderate,Excellent
1771,4251173,354264,37295,447540,15744515,3.7,1697645,45.5,6058725,1.43,6811359,9092654,2.14,28020,8867840,Basic,High,86,Low,Excellent
1772,4957606,413133,144801,1737612,2751761,0.56,700580,4.8,2824944,0.57,3105952,10879785,2.19,149163,23511505,None,High,49,High,Average
1773,391310,32609,261580,3138960,7328887,18.73,1528296,5.8,11880978,30.36,2125026,2841550,7.26,178899,17102172,Basic,Moderate,70,Moderate,Excellent
1774,294346,24528,289189,3470268,9170909,31.16,1209408,4.2,13332199,45.29,3146566,8265342,28.08,143540,7982992,None,Moderate,67,Moderate,Excellent
1775,2020059,168338,218655,2623860,6458281,3.2,1730203,7.9,8854698,4.38,4910796,5775856,2.86,35706,13573458,Strong,High,89,Low,Excellent
1776,2663090,221924,156222,1874664,8356082,3.14,1292652,8.3,14363645,5.39,2091259,11859887,4.45,110159,8556356,Strong,Low,73,Moderate,Excellent
1777,1211424,100952,227622,2731464,19821856,16.36,400901,1.8,12528983,10.34,4243565,11598088,9.57,33604,19348022,Basic,High,73,Moderate,Excellent
1778,5117104,426425,77902,934824,8347676,1.63,277764,3.6,11929744,2.33,674548,3873115,0.76,65534,24994030,None,High,77,Moderate,Excellent
1779,855651,71304,221946,2663352,4461466,5.21,457463,2.1,4639723,5.42,1889341,9639764,11.27,738,21872557,Basic,High,77,Moderate,Excellent
1780,1179242,98270,22214,266568,13869920,11.76,224298,10.1,5727019,4.86,3461700,7500665,6.36,37849,4932083,None,Moderate,76,Moderate,Excellent
1781,2977233,248102,230548,2766576,12707890,4.27,1383114,6.0,8705125,2.92,4614818,7439215,2.5,173832,6762860,Basic,Low,71,Moderate,Excellent
1782,3514938,292911,200167,2402004,6308256,1.79,1824419,9.1,11171226,3.18,4072979,8219381,2.34,128165,9190473,Strong,Low,76,Moderate,Excellent
1783,2364862,197071,16602,199224,14538913,6.15,972202,58.6,2660952,1.13,1030198,999793,0.42,120257,17591984,Moderate,Low,76,Moderate,Excellent
1784,3717887,309823,72890,874680,9637166,2.59,295064,4.0,4755437,1.28,4686347,2970575,0.8,111713,25805155,None,Moderate,76,Moderate,Excellent
1785,4692542,391045,49233,590796,19679152,4.19,953006,19.4,5835836,1.24,5086779,10808721,2.3,58803,15077451,Basic,High,83,Low,Excellent
1786,2562030,213502,264998,3179976,13106190,5.12,565475,2.1,2692043,1.05,8058940,3700477,1.44,114852,4479071,None,Low,54,Moderate,Excellent
1787,5662500,471875,269752,3237024,12904418,2.28,459009,1.7,9256771,1.63,8551308,10769101,1.9,37930,3685095,Moderate,High,80,Low,Excellent
1788,3360781,280065,288693,3464316,8550044,2.54,1446841,5.0,1658169,0.49,4560250,11044337,3.29,135392,26825471,Moderate,High,67,Moderate,Excellent
1789,3636604,303050,25642,307704,2112847,0.58,1189412,46.4,14844625,4.08,1797161,4047096,1.11,74137,8459030,Basic,High,66,Moderate,Average
1790,4913715,409476,292830,3513960,6138690,1.25,1316003,4.5,8338891,1.7,8863869,56553,0.01,39084,656661,Moderate,High,96,Low,Good
1791,4896218,408018,235057,2820684,19057275,3.89,715750,3.0,24503,0.01,8070163,3245034,0.66,49118,3639522,Moderate,High,77,Moderate,Excellent
1792,3813889,317824,146684,1760208,9124844,2.39,1229334,8.4,3346496,0.88,6743663,11237987,2.95,157698,18965490,Moderate,Low,68,Moderate,Excellent
1793,3437012,286417,262387,3148644,6585686,1.92,1867004,7.1,4108472,1.2,5447814,768454,0.22,88119,11974927,Strong,Low,90,Low,Excellent
1794,4716816,393068,189812,2277744,16547386,3.51,477264,2.5,7228013,1.53,9436098,275672,0.06,19993,3462562,Basic,Low,81,Low,Excellent
1795,3695497,307958,38004,456048,6877294,1.86,979543,25.8,6918250,1.87,8975486,1218092,0.33,26899,22849251,Strong,High,100,Low,Excellent
1796,1388512,115709,130727,1568724,7198557,5.18,458165,3.5,6222283,4.48,1624977,614312,0.44,67228,392513,Strong,Low,83,Low,Excellent
1797,2602257,216854,250844,3010128,7015709,2.7,196047,0.8,5717914,2.2,3971326,10263865,3.94,31137,3137680,Moderate,High,80,Low,Excellent
1798,4753768,396147,141463,1697556,1482117,0.31,998270,7.1,11559446,2.43,4648656,9077734,1.91,43787,22055228,None,Moderate,62,Moderate,Average
1799,2064947,172078,230906,2770872,11097930,5.37,209911,0.9,1488309,0.72,8450691,9779090,4.74,60117,19316440,Moderate,Low,60,Moderate,Excellent
1800,3832822,319401,197954,2375448,11975565,3.12,1579842,8.0,7589271,1.98,9332944,11675919,3.05,43068,902593,None,High,84,Low,Excellent
1801,5045802,420483,26199,314388,9236123,1.83,403795,15.4,2886825,0.57,2633253,3929552,0.78,11850,24576615,Basic,Low,71,Moderate,Excellent
1802,2003814,166984,118622,1423464,4450262,2.22,618659,5.2,7731865,3.86,1028026,11100834,5.54,117825,7570724,Basic,Low,60,Moderate,Excellent
1803,1238817,103234,122040,1464480,12302477,9.93,1315188,10.8,12693463,10.25,5026347,11521916,9.3,113199,5165016,None,Low,68,Moderate,Excellent
1804,4223935,351994,213226,2558712,255778,0.06,359399,1.7,6283665,1.49,589375,8942753,2.12,45900,22965983,Strong,Low,47,High,Poor
1805,961583,80131,97593,1171116,7106331,7.39,153538,1.6,2579324,2.68,6963431,1819316,1.89,113932,7692592,Basic,Moderate,65,Moderate,Excellent
1806,4614272,384522,293326,3519912,19853584,4.3,1885287,6.4,9825081,2.13,5537308,7601004,1.65,41260,27809092,Basic,Moderate,83,Low,Excellent
1807,3814204,317850,105248,1262976,14934265,3.92,585473,5.6,5297073,1.39,4365912,10171712,2.67,56137,24609303,None,Low,69,Moderate,Excellent
1808,3654232,304519,169945,2039340,12600565,3.45,1620171,9.5,8983322,2.46,7799197,1527141,0.42,152411,3870420,Basic,Low,83,Low,Excellent
1809,2177180,181431,294730,3536760,3797183,1.74,1174541,4.0,8041683,3.69,6620407,10899406,5.01,152217,23905820,Basic,Low,66,Moderate,Excellent
1810,4594916,382909,109263,1311156,18086690,3.94,1836683,16.8,3888965,0.85,2121094,4034633,0.88,13305,17059609,None,Low,70,Moderate,Excellent
1811,4771483,397623,58813,705756,11378709,2.38,1101163,18.7,9018868,1.89,1569282,4356342,0.91,68456,11142616,Basic,Low,79,Moderate,Excellent
1812,619254,51604,239248,2870976,16458729,26.58,1783093,7.5,14057653,22.7,3444368,2343985,3.79,57804,23447015,None,High,76,Moderate,Excellent
1813,1490022,124168,246917,2963004,2396968,1.61,885254,3.6,12095027,8.12,9172544,1344809,0.9,84369,15465211,Basic,High,81,Low,Excellent
1814,2567866,213988,192042,2304504,1005294,0.39,69428,0.4,12842614,5.0,193434,458383,0.18,174294,23182204,None,High,54,Moderate,Average
1815,504572,42047,58848,706176,10821190,21.45,345870,5.9,12709722,25.19,9828773,1360014,2.7,21661,23083986,Basic,Moderate,70,Moderate,Excellent
1816,1074269,89522,245151,2941812,18086890,16.84,1358005,5.5,6233398,5.8,960454,10583840,9.85,158563,867088,Basic,Moderate,67,Moderate,Excellent
1817,2874325,239527,213728,2564736,3864046,1.34,1666584,7.8,8456053,2.94,4863073,4901261,1.71,68368,5344363,None,High,80,Low,Good
1818,1491040,124253,298122,3577464,15998026,10.73,602268,2.0,8239948,5.53,8761433,1285199,0.86,39472,5896351,Moderate,High,83,Low,Excellent
1819,5464819,455401,37261,447132,10539904,1.93,795754,21.4,7866406,1.44,677517,8508459,1.56,113951,15680414,None,Low,62,Moderate,Excellent
1820,5276551,439712,40613,487356,93804,0.02,1388392,34.2,4383639,0.83,4120699,6340038,1.2,90531,21363030,Moderate,Low,48,High,Poor
1821,3282202,273516,285475,3425700,9230130,2.81,1111564,3.9,2515887,0.77,6797848,6337109,1.93,147587,4125260,Basic,Moderate,63,Moderate,Excellent
1822,1502193,125182,156248,1874976,17169218,11.43,477825,3.1,5396230,3.59,6200293,11095174,7.39,12844,12287990,Moderate,Low,77,Moderate,Excellent
1823,5088760,424063,211778,2541336,1405029,0.28,1158767,5.5,11983765,2.35,660619,10486043,2.06,123147,1779617,Strong,Low,51,Moderate,Poor
1824,2266536,188878,230054,2760648,18732176,8.26,964739,4.2,10369847,4.58,5957204,285118,0.13,163682,26125943,Basic,Low,78,Moderate,Excellent
1825,791187,65932,46830,561960,8986235,11.36,1681902,35.9,788304,1.0,2053706,6571242,8.31,66273,28014535,None,High,71,Moderate,Excellent
1826,4690003,390833,17606,211272,8778101,1.87,1311933,74.5,12302480,2.62,4339621,10800792,2.3,46516,18370302,Strong,Moderate,86,Low,Excellent
1827,2338892,194907,285356,3424272,6504734,2.78,792907,2.8,12049084,5.15,3148815,8863760,3.79,169801,2153051,Strong,Moderate,71,Moderate,Excellent
1828,2281948,190162,96191,1154292,2198840,0.96,296749,3.1,11687755,5.12,6712272,10386349,4.55,177708,9903627,Basic,High,68,Moderate,Good
1829,5043421,420285,176216,2114592,13678169,2.71,624084,3.5,2660746,0.53,347445,4072102,0.81,110047,25383238,Basic,Moderate,62,Moderate,Excellent
1830,4681878,390156,240909,2890908,7176431,1.53,218298,0.9,5193974,1.11,4225340,1378554,0.29,121101,29307923,None,Moderate,71,Moderate,Excellent
1831,2696330,224694,219409,2632908,5257040,1.95,743809,3.4,12587827,4.67,6269057,4875658,1.81,11093,6260890,Strong,Low,80,Low,Excellent
1832,5918609,493217,208487,2501844,11406182,1.93,1139737,5.5,11461915,1.94,3136589,4929701,0.83,50245,29040288,None,High,80,Low,Excellent
1833,959733,79977,261327,3135924,12659118,13.19,645355,2.5,6898650,7.19,4694057,4875471,5.08,134474,19317602,None,Low,58,Moderate,Excellent
1834,1164066,97005,208132,2497584,8101495,6.96,1166205,5.6,11700533,10.05,8404879,8703128,7.48,46780,27864124,Moderate,Moderate,73,Moderate,Excellent
1835,1376202,114683,259151,3109812,2064606,1.5,1412804,5.5,11547041,8.39,5703062,629833,0.46,75942,23046105,None,Moderate,79,Moderate,Excellent
1836,2253343,187778,122290,1467480,7252235,3.22,438173,3.6,12835349,5.7,5956976,3260298,1.45,137943,8647550,Moderate,High,77,Moderate,Excellent
1837,1274923,106243,221946,2663352,7445017,5.84,1691782,7.6,2372568,1.86,1714223,1510916,1.19,24792,23867453,Strong,High,89,Low,Excellent
1838,4162866,346905,79895,958740,18266291,4.39,101356,1.3,10174651,2.44,3332271,4044925,0.97,155534,3067502,Basic,Moderate,68,Moderate,Excellent
1839,2068501,172375,85625,1027500,13589360,6.57,1350625,15.8,5419379,2.62,3786913,657853,0.32,106600,28682782,None,High,88,Low,Excellent
1840,894585,74548,58969,707628,16941177,18.94,1041584,17.7,12723812,14.22,5493549,6532052,7.3,24984,15492521,Strong,High,89,Low,Excellent
1841,4649607,387467,19394,232728,358090,0.08,1911576,98.6,3100912,0.67,3501464,445758,0.1,7706,19665926,None,Moderate,61,Moderate,Poor
1842,3731462,310955,73727,884724,18446228,4.94,268240,3.6,14052541,3.77,8789075,220120,0.06,64064,23098760,Strong,Moderate,92,Low,Excellent
1843,4211713,350976,275755,3309060,8854583,2.1,1529371,5.5,4758843,1.13,2008248,6971116,1.66,805,29604446,Basic,Moderate,68,Moderate,Excellent
1844,3336209,278017,196294,2355528,4493820,1.35,1857833,9.5,972156,0.29,1279295,5221536,1.57,158254,2379434,None,High,57,Moderate,Good
1845,5612740,467728,165384,1984608,3652605,0.65,1130845,6.8,4903032,0.87,3789035,3881400,0.69,104071,17780108,Strong,Moderate,71,Moderate,Average
1846,471259,39271,88029,1056348,13666016,29.0,408327,4.6,2862204,6.07,2645399,3616926,7.68,159008,20198579,Basic,Low,66,Moderate,Excellent
1847,2264460,188705,251606,3019272,9228128,4.08,702947,2.8,5665576,2.5,7017389,1287561,0.57,24176,8561323,None,High,81,Low,Excellent
1848,2715817,226318,83184,998208,17437575,6.42,1124293,13.5,6832486,2.52,718961,6154486,2.27,165276,713172,Moderate,Low,66,Moderate,Excellent
1849,4380345,365028,222354,2668248,14383762,3.28,913039,4.1,13266280,3.03,777764,8713066,1.99,25161,3909515,Basic,Moderate,69,Moderate,Excellent
1850,400733,33394,37103,445236,6473944,16.16,1834649,49.4,929247,2.32,8728456,3408831,8.51,94718,13106016,Strong,High,85,Low,Excellent
1851,991383,82615,29297,351564,12961544,13.07,322944,11.0,11490851,11.59,7644182,1219358,1.23,83985,25003464,Basic,Low,71,Moderate,Excellent
1852,1722269,143522,129611,1555332,8523728,4.95,1882180,14.5,5713202,3.32,5969255,873288,0.51,112667,17081749,Basic,Moderate,82,Low,Excellent
1853,5048631,420719,72028,864336,16286855,3.23,1313610,18.2,14217544,2.82,8141482,7121484,1.41,147160,21614118,Basic,High,83,Low,Excellent
1854,2018810,168234,289984,3479808,8851090,4.38,609014,2.1,12577263,6.23,676823,1943280,0.96,63465,10200755,None,High,70,Moderate,Excellent
1855,4003314,333609,116748,1400976,11496059,2.87,625874,5.4,3983341,1.0,8000834,11192194,2.8,144254,24718144,Basic,Moderate,65,Moderate,Excellent
1856,636887,53073,126128,1513536,7843263,12.31,1352947,10.7,6279755,9.86,2082675,895909,1.41,26863,22381670,Moderate,Moderate,78,Moderate,Excellent
1857,401449,33454,39899,478788,17025501,42.41,772261,19.4,9470097,23.59,9744938,11870672,29.57,16997,26953823,Moderate,Moderate,78,Moderate,Excellent
1858,5065794,422149,110304,1323648,529263,0.1,1498735,13.6,7601889,1.5,4282283,9779424,1.93,43411,13517572,Strong,High,71,Moderate,Poor
1859,5054283,421190,212063,2544756,9945925,1.97,1741227,8.2,9272743,1.83,7653803,1504155,0.3,136894,9916929,Basic,High,95,Low,Excellent
1860,3321744,276812,216378,2596536,19084459,5.75,520514,2.4,2465107,0.74,5542417,9484829,2.86,26986,9878676,None,High,66,Moderate,Excellent
1861,2847056,237254,116948,1403376,5876174,2.06,1867597,16.0,3193974,1.12,1817893,3103023,1.09,58465,9879486,Basic,Moderate,70,Moderate,Excellent
1862,3640777,303398,43716,524592,13684138,3.76,1304885,29.8,11738642,3.22,385216,9360152,2.57,123988,5200964,Strong,High,76,Moderate,Excellent
1863,1237478,103123,254694,3056328,14015808,11.33,1869836,7.3,512046,0.41,7415350,2917803,2.36,56598,10385155,Basic,High,68,Moderate,Excellent
1864,5339629,444969,130551,1566612,10931298,2.05,1405399,10.8,11115632,2.08,6070025,10908371,2.04,63953,17455301,Basic,High,86,Low,Excellent
1865,4957294,413107,24174,290088,9552994,1.93,1736470,71.8,51543,0.01,5782819,6836248,1.38,173954,3952889,Basic,High,63,Moderate,Excellent
